Job ID,Job Title,Job Description,Company ID,Company Name,Location,Size,Founded,Sector
1009290199013,Migrated Data Test Lead,"This contract is working with the Department of Veterans Affairs and focuses on modernizing and improving the GI Bill claims processing system, enhancing the efficiency and accuracy of education claims processing for veterans, service members, and their dependents.
Location
San Antonio, Texas or Washington DC
Clearance Requirements
Must be able to obtain a Public Trust
Essential Roles and Responsibilities
Architect the test plan for data migrated from a client mainframe application to a modern microservices architecture.",680032,"Silotech Group, Inc","San Antonio, TX",51 to 200 Employees,2008,Information Technology
1009290289679,IT Senior Developer Good Sam,"It's fun to work in a company where people truly BELIEVE in what they are doing!
We're committed to bringing passion and customer focus to the business.
We are seeking a highly skilled and motivated Full Stack Developer with expertise in C# and .NET Core to join our dynamic development team. As a Full Stack Developer, you will play a crucial role in designing, developing, and maintaining business applications and software solutions that meet our business needs. You will work on both the front-end and back-end of our applications, ensuring seamless functionality and a great user experience.
What You'll Do:
Design, develop, and maintain software applications using a variety of technologies.
Develop and maintain APIs.

$108,360.00-$162,540.00 Annual",19691,Good Sam,"Lincolnshire, IL",10000+ Employees,1966,Retail & Wholesale
1009290166887,Principal Solutions Architect - Corporate (Remote),"The Principal Solutions Architect is responsible for collaborating with product teams, customers, and engineers to establish agreement and devise solutions aligned with top priorities. Additionally advocates for best practices amongst the development and engineering teams, championing Agile, DevOps and Microservice principles.
ESSENTIAL JOB FUNCTIONS
Responsibilities include, but may not be limited to the following:
Provides consulting services to Senior Management related to the alignment of business needs with IT systems and business strategy.
Collaborate with cross-functional teams to understand business needs and technical requirements.
Evaluate existing software systems, identifying areas for improvement.
Design end-to-end software architectures that align with best practices for scalability, reliability, and efficiency.",367190,Caesars Entertainment,United States,10000+ Employees,1937,"Arts, Entertainment & Recreation"
1009290220949,"Staff Engineer (Golang, Core Platform Team, Automation)","About Rialtic
Rialtic is an enterprise software platform empowering health insurers and healthcare providers to run their most critical business functions. Founded in 2020 and backed by leading investors including Oak HC/FT, F-Prime Capital, Health Velocity Capital and Noro-Moseley Partners, Rialtic's best-in-class payment accuracy product brings programs in-house and helps health insurance companies gain total control over processes that have been managed by disparate and misaligned vendors. Currently working with leading healthcare insurers and providers, we are tackling a $1 trillion problem to reduce costs, increase efficiency and improve quality of care. For more information, please visit www.rialtic.io.
The Role
We seek a motivated and curious Staff Engineer with extensive background experience in cloud-native distributed systems who hates manual processes and feels compelled to build tools to automate them away. As a key contributor to our core healthcare claims processing platform team and senior member of the technical staff, you will play a vital role in building solutions to improve workflows across multiple engineering teams, supporting client evaluations and implementations, live system support, site reliability, system testing and monitoring, and logging/alerting integrations. This position requires a customer-first, quality-oriented mindset. We are a data-driven organization, so instrumentation and measurement are how we determine the success or failure of our engineering efforts.",4497416,"Rialtic, Inc.",United States,51 to 200 Employees,2020,Information Technology
1009290082363,Enterprise Portfolio Architect,"Excellence In Everything We Touch:
Position Summary:
Drive critical architectural standards and governance processes for Crawford and ensure that the company’s technology efforts conform to guidance while meeting the critical needs of the business. This role brings a technology perspective to strategy development, reconciles technical and strategic business needs, and ensures we have the right set of platforms, capabilities, and standards in place to progress the enterprise roadmap.
Responsibilities:
Manage a portfolio of applications by determining each application’s ability to provide value to the business relative to cost. Identify which applications to retire, grow or replace, repurpose, or sustain.




Requirements:
About Us:",1309,Crawford & Company,United States,1001 to 5000 Employees,1941,Insurance
1009290126779,"Dev Ops Manager, Salesforce Commerce Platform (SFCC)","Location:
Secaucus, New Jersey
Job Summary:
The Salesforce Commerce Platform (SFCC) DevOps Manager will be responsible for maintaining and administering the platform, deployments, liaising with Salesforce support team and maintaining SLAs. You will collaborate with multi-functional teams across geopgraphy (management, mobile, API developers, UX designers, test engineers, operations engineers, product and business leaders) to participate in digital product development initiatives for the Ecom Team and provide expertise on Salesforce Commerce Cloud. You'll create, build and maintain the CI/CD processes and perform release management for SFCC. You must also possess knowledge of new Saleforce Commerce APIs, Java based microservices and Kubernetes.

Responsibilities:",7028,The Children's Place,"Secaucus, NJ",10000+ Employees,1989,Retail & Wholesale
1009290149190,Software Development Specialist (Software Development Specialist 1)- 20066910,"Primary Location: United States of America-OHIO-Franklin County-Columbus
Work Locations: William Green Building 30 West Spring Street Columbus 43215-2256
Organization: Workers' Compensation
Classified Indicator: Classified
Bargaining Unit / Exempt: Bargaining Unit
Schedule: Full-time
Compensation: $30.55- $44.82
Unposting Date: Jun 1, 2024, 10:59:00 PM
Primary Job Skill: Software Development/Implementation
Technical Skills: Information Technology, Software development/implementation
Professional Skills: Active Learning, Attention to Detail, Collaboration, Customer Focus, Problem Solving",197605,State of Ohio Jobs,"Columbus, OH",10000+ Employees,1803,Government & Public Administration
1009290164785,Systems Administrator - Mid Level,"About Peraton
Peraton is a next-generation national security company that drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world's leading mission capability integrator and transformative enterprise IT provider, we deliver trusted, highly differentiated solutions and technologies to protect our nation and allies. Peraton operates at the critical nexus between traditional and nontraditional threats across all domains: land, sea, space, air, and cyberspace. The company serves as a valued partner to essential government agencies and supports every branch of the U.S. armed forces. Each day, our employees do the can't be done by solving the most daunting challenges facing our customers. Visit peraton.com to learn how we're keeping people around the world safe and secure.
Responsibilities

As one of the world's leading mission capability integrator and transformative enterprise IT providers, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our 22,000 employees ""Do The Can't Be Done"", solving the most daunting challenges facing our customers.

Peraton's National Programs Business Intelligence Systems & Applications Operating Unit has a need for an experienced DevOps Systems Administrator to support its SITE III JIOC contract charged with the orchestration, sustainment, and evolution of a portfolio of applications that focus on Collection Management, Intelligence Surveillance and Reconnaissance (ISR) and intelligence operations that directly support intelligence analysts, operations, and collection managers across the Combatant Commands. The SITE III JIOC contract is designed to establish and ensure a multi-discipline approach to requirements engineering, solutions engineering, scheduling, reliability, resiliency, services development, integration, test and evaluation, maintainability and analysis across the National apparatus of Defense Intelligence, Combatant Commands, supporting Partner Nations and other Federal Agencies to ensure timely and accurate Joint Intelligence Operations (JIOC) collection, correlation and dissemination. Our support team applies best practices in architecture design, data science, cloud services, DevSecOps and platform integration to develop, sustain and continually evolve the enterprise business systems environment, systems integration, and back-end business process workflows.



The selected candidate will develop CI/CD build and deploy pipelines; integrate tools into the pipeline and manage debugging integration issues. In addition, candidate will help integrate with various tools for the DevOps process.





Minimum of 8 years with BS/BA; Minimum of 6 years with MS/MA; Minimum of 3 years with PhD

Peraton offers enhanced benefits to employees working on this critical National Security program, which include heavily subsidized employee benefits coverage for you and your dependents, 25 days of PTO accrued annually up to a generous PTO cap and participation in an attractive bonus plan.






$112,000 - $179,000. This represents the typical salary range for this position based on experience and other factors.




An Equal Opportunity Employer including Disability/Veteran.




At Peraton, our benefits are designed to help keep you at your best beyond the work you do with us daily. We're fully committed to the growth of our employees. From fully comprehensive medical plans to tuition reimbursement, tuition assistance, and fertility treatment, we are there to support you all the way.",1766046,Peraton,"Herndon, VA",10000+ Employees,2017,Information Technology
1009290195921,Senior Developer - Middleware Software,"Why Work for Frontier Airlines?
At Frontier, we believe the skies should be for everyone. We deliver on this promise through our commitment to Low Fares Done Right. This is more than our tagline - it’s our driving philosophy. Every member of Team Frontier has an important role to play in bringing this vision to life. Our successful business model allows travelers to take advantage of our fast-growing route network while our bundled and unbundled pricing options allow our customers to personalize their travel experience and only pay for the services they need – saving them money along the way.
What We Stand For
Low Fares Done Right is our mission and we strive to bring it to life every day. Our ‘Done Right’ promise means delivering not only affordable prices, but making travel friendly and easy for our customers. To do this, we put a great deal of care into every decision and action we take. We must be efficient with the use of our resources and make smart decisions about how we run our business. We must also innovate and be - we’re not afraid to try new things. While our business requires us to fly high in the air, we also consider ourselves in our approach, creating a warm and friendly experience that truly demonstrates Rocky Mountain Hospitality.",5144,"Frontier Airlines, Inc","Denver, CO",5001 to 10000 Employees,1994,Transportation & Logistics
1009290219547,Engineering Manager,"Imagine working at Intellibus to engineer platforms that impact billions of lives around the world. With your passion and focus we will accomplish great things together!
We are looking forward to you joining our Platform Engineering Team.
Our Platform Engineering Team is working to solve the Multiplicity Problem. We are trusted by some of the most reputable and established FinTech Firms. Recently, our team has spearheaded the Conversion & Go Live of apps which support the backbone of the Financial Trading Industry.
We are looking for Architects who can
Assess customer business and technical requirements, define scope and provide estimates for solutions across numerous verticals and industries.
Provide technical expertise in Solution Architecture, Development and Technical Design decisions.",3090799,Intellibus,"Newark, NJ",Unknown,2015,Information Technology
1009290222954,Senior .NET Developer,"Job Title: Senior .NET Developer
Location: Hybrid Atlanta, GA, Chicago IL
Fulltime
What do we need?
Minimum 9 years of total experience (Must Have)
5 years or more experience building REST Based API using .NET Web API
At least 3 years of experience with the latest .NET Frameworks such as .NET Core or .NET 6.
Experience in using the design patterns in the system and Solid principles
Developing and deployment of various Azure Functions and App Services
At least recent 3 years of experience building applications using Azure Platform",0,Zodiac Solutions,"Weehawken, NJ",NA,NA,NA
1009290135002,VP of Software Engineering,"Hybrid in Orem, UT
Nexio is looking for a VP of Engineering and Development to join our team! This individual will report to the CTO and work closely with the business leadership. This role will be responsible to plan, direct, coordinate, and oversee activities in the Engineering and Development department, ensuring the development and implementation of product features, capabilities and industry best practices.
Responsibilities
Retain and attract technology talent and foster engineering culture to exceptional experience for Nexio clients
Champion technology modernization and platform resiliency to deliver optimal platform operational excellence",0,Nexio,"Orem, UT",NA,NA,NA
1009290090669,GCP Infra Architect,"About Us:
LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 700+ clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world. Powered by nearly 90,000 talented and entrepreneurial professionals across more than 30 countries, LTIMindtree — a Larsen & Toubro Group company — combines the industry-acclaimed strengths of erstwhile Larsen and Toubro Infotech and Mindtree in solving the most complex business challenges and delivering transformation at scale. For more information, please visit www.ltimindtree.com.
Job Description:",8441464,LTIMindtree,"Farmington, CT",10000+ Employees,1997,Information Technology
1009290277942,Senior Java Developer,"Job Title: Senior Java Developer
Location: Troy, MI (Onsite) - Need only locals/from nearby states only
NOTE: NO C2C WITH EMPLOYERS
Note: Need candidates with around 10 years’ experience.
Must have
· Minimum 10 years hands-on programming experience in Java
· Experience in working with web applications that use large volume data
· Clear understanding of enterprise deployment of applications
· Has been the lead reviewer for code and coding practices
· Very good analytical skills and estimation techniques
· Understand static code-review tools and techniques",2532573,Tekcogno,"Troy, MI",1 to 50 Employees,--,--
1009290217173,Platform Engineer,"Imagine working at Intellibus to engineer platforms that impact billions of lives around the world. With your passion and focus we will accomplish great things together!
We are looking forward to you joining our Platform Engineering Team.
Our Platform Engineering Team is working to solve the Multiplicity Problem. We are trusted by some of the most reputable and established FinTech Firms. Recently, our team has spearheaded the Conversion & Go Live of apps which support the backbone of the Financial Trading Industry.
We are looking for Architects who can
Assess customer business and technical requirements, define scope and provide estimates for solutions across numerous verticals and industries.
Provide technical expertise in Solution Architecture, Development and Technical Design decisions.",3090799,Intellibus,"Atlanta, GA",Unknown,2015,Information Technology
1009290289611,Principal Solutions Architect (Applications),"It's fun to work in a company where people truly BELIEVE in what they are doing!
We're committed to bringing passion and customer focus to the business.
Camping World is seeking a Principal Solutions Architect. As a Principal Solutions Architect, you will play a pivotal role in shaping and implementing the architectural vision for one or multiple critical Business Domains (a.k.a., Lines of Business), ensuring alignment with overarching business and technology strategies. Your primary responsibilities will include leading the architecture and design of IT systems, applications, and infrastructure within the Business Domain. This involves spearheading efforts to support the Business Domain's growth and long-term success. Your focus will also be on designing and implementing scalable, reliable, and efficient application architectures that not only meet business objectives but also align with enterprise architecture standards.
What You'll Do:
$158,655.00-$238,035.00 Annual",19691,Camping World,"Lincolnshire, IL",10000+ Employees,1966,Retail & Wholesale
1009290221241,"Engineering Manager, Organic User Growth","Why Jerry?
Join a pre-IPO startup with capital, traction and runway ($240M funded | 40X revenue growth in 4 years | $2T market size)
Work closely with brilliant leaders and team mates who have scaled companies like Nvidia, Better, Nerdwallet, Wayfair, Sofi, etc.
Disrupt a massive market and take us to a $5B business in the next few years
Be immersed in a talent-dense environment and greatly accelerate your career growth
About the opportunity:
At Jerry, we are building the first AllCar super app to help people optimize all aspects of owning a car, an essential expense that costs the average person more than 20% of their income every year. We started with insurance in 2019, and since then we’ve launched loan refinancing, real-time driving insights, car diagnostics, repair marketplace, and a GPT-4 chatbot.",3856415,Jerry,Georgia,201 to 500 Employees,2017,Insurance
1009290289628,Integrations Developer (C# / .NET Core),"It's fun to work in a company where people truly BELIEVE in what they are doing!
We're committed to bringing passion and customer focus to the business.
Camping World is seeking a highly skilled and motivated Integrations Developer with expertise in C# and .NET Core to join our dynamic development team. As an Integrations Developer, you will play a crucial role in designing, developing, and maintaining business application integrations and connected software solutions that meet our business needs. You will work to integrate our internal and customer facing applications with internal and partner systems, ensuring seamless functionality, and a great user experience.
What You'll Do:
Design, develop, and maintain software applications using a variety of technologies.
Develop and maintain APIs.
$89,565.00-$134,295.00 Annual",19691,Good Sam,"Lincolnshire, IL",10000+ Employees,1966,Retail & Wholesale
1009290220346,"Engineering Manager, SEO","Why Jerry?
Join a pre-IPO startup with capital, traction and runway ($240M funded | 40X revenue growth in 4 years | $2T market size)
Work closely with brilliant leaders and team mates who have scaled companies like Nvidia, Better, Nerdwallet, Wayfair, Sofi, etc.
Disrupt a massive market and take us to a $5B business in the next few years
Be immersed in a talent-dense environment and greatly accelerate your career growth
About the opportunity:
At Jerry, we are building the first AllCar super app to help people optimize all aspects of owning a car, an essential expense that costs the average person more than 20% of their income every year. We started with insurance in 2019, and since then we’ve launched loan refinancing, real-time driving insights, car diagnostics, repair marketplace, and a GPT-4 chatbot.",3856415,Jerry,Michigan,201 to 500 Employees,2017,Insurance
1009290213301,Distinguished Engineer,"Imagine working at Intellibus to engineer platforms that impact billions of lives around the world. With your passion and focus we will accomplish great things together!
We are looking forward to you joining our Platform Engineering Team.
Our Platform Engineering Team is working to solve the Multiplicity Problem. We are trusted by some of the most reputable and established FinTech Firms. Recently, our team has spearheaded the Conversion & Go Live of apps which support the backbone of the Financial Trading Industry.
We are looking for Architects who can
Assess customer business and technical requirements, define scope and provide estimates for solutions across numerous verticals and industries.
Provide technical expertise in Solution Architecture, Development and Technical Design decisions.",3090799,Intellibus,"Irving, TX",Unknown,2015,Information Technology
