"id","title","url","tags","post_date","scrap_date","content"
78376494,"KafkaInstanceError: The producer is disconnected when calling the send function more than once","https://stackoverflow.com/questions/78376494/kafkainstanceerror-the-producer-is-disconnected-when-calling-the-send-function","{node.js,serverless-framework,kafkajs}","2024-04-24 07:00:34+03","2024-05-17 04:47:21.277889+03","Having error when sending messages when the producer needs to be executed more than once But when I executed it only once i got no error Code provided below to further illustrate my current scenario Would like to seek help as i am really stuck right now is there something in my implementationcode or is it something on kafkajs library using serverless nodejs with kafkajs On kafka JS file and here is my producer js file And here is the execution part take note when the event is only consist of 1 record no error on kafka but if i make it two the error occur which is KafkaInstanceError The producer is disconnected"
78411059,"Serverless Framework: Point to a pre-existing Lambda function from a REST API Gateway","https://stackoverflow.com/questions/78411059/serverless-framework-point-to-a-pre-existing-lambda-function-from-a-rest-api-ga","{amazon-web-services,serverless-framework}","2024-04-30 21:16:20+03","2024-05-17 04:47:22.904882+03","I referred to this question It is still unanswered Is not there a way at all to directly point to a preexisting Lambda function from serverless yml while creating a new REST API Gateway From the referred question it could ideally be like this"
78421413,"How to call an async method but end the program without waiting for the result?","https://stackoverflow.com/questions/78421413/how-to-call-an-async-method-but-end-the-program-without-waiting-for-the-result","{javascript,node.js,typescript,aws-lambda,serverless-framework}","2024-05-02 19:40:22+03","2024-05-17 04:47:23.388039+03","I have a Lambda function deployed with the Serverless Framework I am making a call to an async method specifically replicate run if that matters in the following way That code runs until the run function successfully returns or fails How can I skip the process of awaiting the response When I do not use the return statement the Lambda hangs until a timeout If I use the await keyword it of course awaits "
78433952,"How do I allow reference arn of an httpApi lambda","https://stackoverflow.com/questions/78433952/how-do-i-allow-reference-arn-of-an-httpapi-lambda","{amazon-web-services,aws-lambda,amazon-iam,serverless-framework}","2024-05-05 22:37:20+03","2024-05-17 04:47:24.62827+03","I have the following test serverless yml Deploying this gives the following error api lambda function needs to invoke the second api2 lambda function and therefore needs InvokeFunction permission "
77759920,"(0 , core_1.default) is not a function on lambda handler using @middy/core","https://stackoverflow.com/questions/77759920/0-core-1-default-is-not-a-function-on-lambda-handler-using-middy-core","{node.js,typescript,aws-lambda,serverless-framework,middy}","2024-01-04 16:52:04+02","2024-05-17 04:47:26.086349+03","I am trying to use middy on my lambda middlewares my stack is created with TypeScript with Serverless v3 Node js v18 There is the minimal reproductive example tsconfig json package json serverless yml handler ts import middy from middycore const myProtectedFunction async event context export const handler middy handler myProtectedFunction After install serverless dependencies just execute serverless offline and then make the request to the endpoint Error image"
77791063,"Can we add event bridge trigger to step function, like we do for aws lambda, so that step function triggers when we push an event to the bus","https://stackoverflow.com/questions/77791063/can-we-add-event-bridge-trigger-to-step-function-like-we-do-for-aws-lambda-so","{aws-lambda,aws-cloudformation,serverless-framework,aws-step-functions,aws-serverless}","2024-01-10 05:18:16+02","2024-05-17 04:47:27.001055+03","I am trying to trigger step function once an event with matching pattern source is pushed to event bus Can we attach the event bridge trigger to step function like we do for lambda so that the step function triggers when we push an event to the bus using serverless framework I tried adding the same eventbridge configs to both lambda and SF lambda is triggering but step function will not Heres the yml block for lambda function Heres the yml block for Step function For the above case I am able to trigger lambda when i push an event with matching source to that even bus but not able to trigger step function Can we do like this for triggering stepfunction also if yes please let me know what I am missing Edit1 Also let me know if we can not attach custom events like this for SF Note I am able to trigger SF by creating a cloudformation bus and rule and configuring step function in target of that rule Please let me know if we can setup AWS Step Functions to react to events coming in via the EventBridge like above "
57594671,"nodejs: Using child process in aws lambda to run python script not working","https://stackoverflow.com/questions/57594671/nodejs-using-child-process-in-aws-lambda-to-run-python-script-not-working","{python,node.js,serverless-framework}","2019-08-21 15:13:53+03","2024-05-17 04:56:54.280543+03","Using the serverless framework and this post as guide I would like to print out some info from a python script I have got this relevant code in my handler js and I also have script py I am expecting my console to show output or an error when I invoke handler function but it prints nothing"
77794363,"serverless framework local testing with layers","https://stackoverflow.com/questions/77794363/serverless-framework-local-testing-with-layers","{aws-lambda,serverless-framework,aws-lambda-layers}","2024-01-10 15:05:22+02","2024-05-17 04:47:27.860585+03","I am trying to create a serverless framework template from our current SAM template due to a provider migration but have run into an issue importing our custom library in the serverless yml file The error in question is in the functions import statement saying no module named dal implying the layer is not being propperly attached to the function The content that is to be in the layer is a package in the same project as can be seen below The current project structure ressembles the following This is the my progress in the serverless yml file This is the current SAM template yaml working implementation I have tried changing the layers path to librariesdaldal to no avail same with librariesdal and librariesdaldal I am testing locally using the serverlessoffline plugin as I am unable to deploy to the cloud for the time being The plugin serverlesspythonrequirements has yielded no results either "
77802615,"Same TypeOrm code Code Executing differently on local and dev environment","https://stackoverflow.com/questions/77802615/same-typeorm-code-code-executing-differently-on-local-and-dev-environment","{javascript,postgresql,typeorm,serverless-framework}","2024-01-11 19:39:24+02","2024-05-17 04:47:28.542196+03","I am using typeorm with express and serverless js I am using postgres DB and I am using same DB on both sandbox local and dev env I am trying to upsert a model and from logs I see that different queries are being run on sandbox and dev env although the model and everything is same and a insert query is throwing error on dev env and the insert query is not being run on my sandbox env while doing the upsert Here are the logs Need Help with the discrepancies I tried everthing Synced all the dependencies like my common packages which contain code for type orm entities on both the envs but to no avail "
77806046,"Migrate resources from Terraform to Serverless Framework","https://stackoverflow.com/questions/77806046/migrate-resources-from-terraform-to-serverless-framework","{amazon-web-services,terraform,aws-cloudformation,serverless-framework}","2024-01-12 10:53:58+02","2024-05-17 04:47:29.5687+03","We have a cloudformation stack that was previously deployed with Terraform We are now using Serverless framework instead We have recreated the resource definitions in serverless yml but we cannot deploy this as the resources already exist with the same names Is there a way to migrate the resources that already exist to the serverless deployment"
77813461,"Can you setup absolute paths in a serverless application","https://stackoverflow.com/questions/77813461/can-you-setup-absolute-paths-in-a-serverless-application","{node.js,serverless-framework,aws-serverless}","2024-01-13 23:27:50+02","2024-05-17 04:47:30.529428+03","I have a serverless app where I have a bunch of folders like models handlers libs etc The directory structure looks like this I like to structure my serverless methods so that it is nested for the paths but it becomes very deep pretty fast For example it may look something like this This means that in the userauthloginpost handler I may have to import something models and the import is gonna look like What I would prefere to do is something like But I have not found any solutions to achieve this in serverless framework yet"
77817811,"AWS Serverless framework: Missing lower version constraint","https://stackoverflow.com/questions/77817811/aws-serverless-framework-missing-lower-version-constraint","{serverless-framework,aws-serverless}","2024-01-15 05:26:29+02","2024-05-17 04:47:31.398262+03","I am building an AWS serverless framework yaml file I am trying to deploy it to an enclosed server that requires I set the upper and lower version constraint This is how I have set it up but everytime I try to run it I end up getting an error deployment_structure_test go52 Error Trace deployment_structure_test go52 Error Should be true Test TestVerifyDeploymentFrameworkVersionIsCorrect Messages Missing lower version constraint what am I doing wrong your help is appreciated"
77818125,"Non VPC Lambda Timeout When Sending Http Requests","https://stackoverflow.com/questions/77818125/non-vpc-lambda-timeout-when-sending-http-requests","{java,multithreading,http,aws-lambda,serverless-framework}","2024-01-15 07:06:38+02","2024-05-17 04:47:32.455362+03","I have recently been trying out serverless infrastructure for a new project using the Serverless Framework Unfortunately I have been completely unable to send any Http Requests from the Lambda I have tried the Reactor Netty Client HttpRequest and HttpURLConnection I simply do not knowunderstand what the problem is All code in the function executes without any issue right up until any network related code is run then the function simply stalls until its execution time limit runs out It begins stalling when java net http HttpClient newHttpClient is run when HttpURLConnection opens a connection or when reactor netty http client HttpClient create is called Their are no error or debug messages in CloudWatch just the function timeout notice The code all runs perfectly locallyoutside of AWS Lambda I am using the following Serverless configuration for this function Edit I have gotten this down to a memory issue Running the Lambda with anything under 512 MB simply does not work even if the memory usage does not even exceed 200 MB "
77825817,"Serverless Framework create HTTP API template not Working","https://stackoverflow.com/questions/77825817/serverless-framework-create-http-api-template-not-working","{serverless-framework,aws-serverless}","2024-01-16 12:42:41+02","2024-05-17 04:47:33.307406+03","I am currently trying to start serverless http api request using serverless framework tremplate but it is returning Timeout error messages I have installed serverless with the following command I have created an IAM with programmatic Access key with aws cli also install and configured whenever i tried to create a service from the boilerplate it throws an error `Creating a new serverless project ` I have updated the node version and also tried a few hack online and it is not working"
77852951,"Can I contribute a full Nx executor for the Serverless framework?","https://stackoverflow.com/questions/77852951/can-i-contribute-a-full-nx-executor-for-the-serverless-framework","{serverless,serverless-framework,nrwl}","2024-01-20 22:18:50+02","2024-05-17 04:47:34.476337+03","I am currently working on a full support for the Serverless Framework Nx executor and I have 2 options To clarify my intentions I am working on a full supported executor not a casespecific support Do you have other options I did not mention Thanks Ofri As I mentioned I am working on a full executor my expectation is to hear the team and decide on the best path possible to ensure people can use it because currently the community developement do not work well and require many manually adjustments plus they do not support the full Serverless framework CLI "
77863279,"How does one add a resourcePolicy in serverless.yaml for an ECR that will be created on deploy?","https://stackoverflow.com/questions/77863279/how-does-one-add-a-resourcepolicy-in-serverless-yaml-for-an-ecr-that-will-be-cre","{serverless,serverless-framework,amazon-ecr}","2024-01-22 23:15:31+02","2024-05-17 04:47:35.427593+03","I really want to sls deploy this with an ecr policy for the resource so that Lambda can access it Heres the resource policy We have an explicit deny in our environment so I must also update this When I apply the resourcePolicy directly to ECR it works beautifully More information serverless yaml And my function code app js "
77866176,"Serverless framework with serverless-python-requirements does not work","https://stackoverflow.com/questions/77866176/serverless-framework-with-serverless-python-requirements-does-not-work","{python,aws-lambda,serverless-framework}","2024-01-23 12:09:49+02","2024-05-17 04:47:36.530138+03","I opened this thread on github I am trying to use libraries in my python backend I have it deployed with serverless framework This is my configuration serverless yml I have changed the names of the functions to show it here My requirements txt The problem I am having is that when I upload it to AWS with the serverless deploy command I get this error in only some lambda functions It is strange because some functions use this library and it works but in others it does not work This is the error un cloudWatch EDIT I will tell you about the changes I have made that have not been successful I have tried to upload the requirements to a lambda layer but I have not had any success with my problem either I have switched to python 3 8 and have been using pipenv instead of pythons native venv This is the new serverless yml I have also tried deleting the lambda functions and creating them again I am still surprised since in some functions the cachetools library is used and there is no error and yet in others the error appears using both the same function that uses cachetools"
77901626,"How can I add the dynamic stage name to cloudformation output keys with serverless framework","https://stackoverflow.com/questions/77901626/how-can-i-add-the-dynamic-stage-name-to-cloudformation-output-keys-with-serverle","{amazon-web-services,aws-cloudformation,serverless-framework}","2024-01-29 17:39:59+02","2024-05-17 04:47:38.079219+03","Problem I want to deploy the same service in two different cloudformation stacks on the same aws account This works great since the stacknames differ on the selfprovider stage However I had to add a cognito userpool with some exports to it like this However this does not work since Exports have to be unique across one region so when this export is already created by the other stack the second stack will get an error while deploying Unfortunatly my attept to add the stage and servicename to the key like this results in the following error The CloudFormation template is invalid Template format error Outputs name UserPool selfcustom serviceName selfprovider stage is non alphanumeric So how can I deploy the same service in two different stack with Exports"
77980581,"How to deploy nestjs app on azure function via serverless framework using serverless deploy","https://stackoverflow.com/questions/77980581/how-to-deploy-nestjs-app-on-azure-function-via-serverless-framework-using-server","{node.js,typescript,azure-functions,nestjs,serverless-framework}","2024-02-12 09:55:04+02","2024-05-17 04:47:38.389991+03","I want to deploy NestJS app on azure function via serverless framework Need help to setup handler and serverless yml for node 18 version I tried below solution but did not help "
77981105,"facing issue to setup nodejs version 18 for azure function via serverless deploy","https://stackoverflow.com/questions/77981105/facing-issue-to-setup-nodejs-version-18-for-azure-function-via-serverless-deploy","{node.js,azure,azure-functions,serverless,serverless-framework}","2024-02-12 11:25:47+02","2024-05-17 04:47:39.177434+03","I am trying to deploy NodeJS code to azure function via serverless framework It is working correctly for node 14 but facing issue when I tried to deploy is node 18 Ideally after deployment FUNCTIONS_EXTENSION_VERSION should set to 4 but it is set as 3 I am using below serverless yml file"
78021232,"Serverless error : Value not found at ""self""","https://stackoverflow.com/questions/78021232/serverless-error-value-not-found-at-self","{serverless,serverless-framework}","2024-02-19 14:01:37+02","2024-05-17 04:47:40.233265+03","I have this problem with serverless deploy Error message is Cannot resolve variable at resources Resources ClientsTable Properties TableName Value not found at self source when I try to run the yarn deploy command on my serverless project I dont know where is problem I attached screen with error from CLI Can you help me please enter image description here I check this problem Serverless yml error when running serverless deploy but without result"
77181207,"How to run custom code to parse a string in serverless.yaml?","https://stackoverflow.com/questions/77181207/how-to-run-custom-code-to-parse-a-string-in-serverless-yaml","{serverless-framework}","2023-09-26 15:01:57+03","2024-05-17 04:47:42.262069+03","I am using the fantastic tool serverless and the useDotenv true config I am loading env file like and can use it perfectly fine by referring to it envapp_url Now I do not want to use this variable but extract only the host out of this value something like extractHost envapp_url Can I declare nodejs code inside serverless yaml to run later or make some custom extension to do it "
77197502,"Serverless deploy seems to not access .env file","https://stackoverflow.com/questions/77197502/serverless-deploy-seems-to-not-access-env-file","{github,github-actions,serverless,serverless-framework}","2023-09-28 18:44:15+03","2024-05-17 04:47:43.037655+03","I want to deploy some serverless functions via GitHub Actions and the serverless framework However it seems that serverless cannot access the env file containing secrets and similar I always get this Iv tried to use the stage keyword and and a serverless plugin from the the market place but does not work Here my workflow file serverless yml file"
77222287,"how to use AWS + Serverless Framework + Credentials + MFA on Windows 10","https://stackoverflow.com/questions/77222287/how-to-use-aws-serverless-framework-credentials-mfa-on-windows-10","{amazon-web-services,serverless-framework}","2023-10-03 12:30:31+03","2024-05-17 04:47:43.93725+03","I am currently using an Ubuntu virtual machine where NODEJS and the Serverless Framework are up and running I have been deploying a container image as a Lambda function using the sls deploy command and it is been working fine on the Ubuntu VM However there have been occasional issues with boot errors on the VM since it is running within a virtual machine environment My AWS user has Administrator privileges and MultiFactor Authentication MFA is enabled Now I would like to set up Serverless and perform sls deploy from my Windows 10 machine Nodejs and Serverless are already installed on my Windows machine Could you please guide me on how to set up Serverless log in with MFA and perform sls deploy on my Windows 10 machine Thank you "
77223170,"AWS Lambda API blocked by CORS policy","https://stackoverflow.com/questions/77223170/aws-lambda-api-blocked-by-cors-policy","{python,docker,aws-lambda,cors,serverless-framework}","2023-10-03 14:24:48+03","2024-05-17 04:47:45.023061+03","I have an API in AWS Lambda and when I try to call it I get an error related to the CORS policy although I think I am configuring the CORS right I have an API writen in Python in AWS Lambda which I deployed with Serverless Framework Though when I fetch the API from the frontend it gets errors related to the CORS configuration Access to fetch at https0vdu10a3e6 executeapi euwest1 amazonaws comdevinit from origin httplocalhost8080 has been blocked by CORS policy Request header field accesscontrolalloworigin is not allowed by AccessControlAllowHeaders in preflight response After trying some fixes I got to this but I still get the error This is my Dockerfile This is my serverless yaml This is how I fetch I also do not get any log in Lambda If anyone could help I would be appreciated Thank you for your time "
77229214,"Concatenate YAML file with predefined values inside custom tag","https://stackoverflow.com/questions/77229214/concatenate-yaml-file-with-predefined-values-inside-custom-tag","{yaml,serverless-framework}","2023-10-04 11:33:05+03","2024-05-17 04:47:46.500261+03","I am trying to write a Serverless Framework file that will be a master template This template could then be used by a user with a child serverless file This would allow me to keep a global configuration while allowing some freedom to the users consuming the template In particular because we are using the serverlesspythonrequirements plugin I want to make sure that all serverless files include at least the following custom values But because some people might use the custom keyword as well for other things I want to make sure their values are included as well I have stumbled upon this forum post which seems to be able to solve my issue but after many tries I could not find a way to make this works This is what I tried But unfortunately I got the following error message when trying to run sls deploy I believe this is because yaml expects a keyvalue and thinks that custom yml file is only a key So how can I manage to solve this Thanks "
77234429,"Passing query params to aws lambda function return wrong results in postman","https://stackoverflow.com/questions/77234429/passing-query-params-to-aws-lambda-function-return-wrong-results-in-postman","{node.js,amazon-web-services,aws-lambda,serverless-framework,amazon-dynamodb-local}","2023-10-05 05:22:08+03","2024-05-17 04:47:47.058012+03","I am just starting with aws lambda functions with serverless framework I am trying to run lambda functions locally using dynamodblocal and serverlessoffline Problem I am trying to pass query param to a lambda function which queries the dynamodb local I can see the query results in the console log fetchResult in terminal but when returning the the desired value in header object I do not see it in postman response serverless yaml lambda function Here is what i am getting in postman as response and headers response Code is trying to redirect to the current url I just need to return the url and redirect the user to this orignal url I am not sure what needs to be done here When I hit the url httplocalhost3000localrecordHitshortUrln26L6FWr from browser it gives this "
77247851,"Serverless .yml error when running serverless deploy","https://stackoverflow.com/questions/77247851/serverless-yml-error-when-running-serverless-deploy","{javascript,serverless,serverless-framework,aws-serverless}","2023-10-07 00:02:45+03","2024-05-17 04:47:48.005199+03","I get the error Cannot resolve serverless yml Variables resolution errored with I was hoping somebody could point me in the proper direction as I am unsure why the TableName property can not be resolved Thanks Tate I am following a tutorial and am unsure about what to do with this error I double checked syntax "
77257724,"How to Add Node Loader in Serverless ESBuild to Resolve "".node"" Files Error?","https://stackoverflow.com/questions/77257724/how-to-add-node-loader-in-serverless-esbuild-to-resolve-node-files-error","{javascript,node.js,webpack,serverless-framework,esbuild}","2023-10-09 09:32:23+03","2024-05-17 04:47:48.981997+03","I am currently working on a serverless project where I am using ESBuild to bundle my JavaScript code for AWS Lambda functions Everything has been working smoothly so far but I have run into a situation where I need to load a Node js module that is not natively supported by ESBuild Whenever I run the serverless package command I encounter the following error Specifically I need to use a Node js module loader to load a module that contains native bindings with a node extension However ESBuild does not seem to support this out of the box and I am not sure how to configure it to work with a custom Node js module loader I have read about similar issues with Webpack where you can use the nodeloader package to load Node js modules but I am not sure how to achieve the same result with ESBuild in a serverless environment Has anyone successfully configured ESBuild to work with a custom Node js module loader to resolve node files in a serverless context Any guidance or examples would be greatly appreciated Thanks "
77268971,"metadata dependsOn not work in serverless framework template for GCP deployment manager","https://stackoverflow.com/questions/77268971/metadata-dependson-not-work-in-serverless-framework-template-for-gcp-deployment","{serverless-framework,google-deployment-manager}","2023-10-10 21:08:45+03","2024-05-17 04:47:49.760109+03","I want to create dependencies between resource services and find metadatadependsOn is used in Deployment manager template However when I applied the same syntax to serverless yml the resource that depends on the creation of others was not created Checking the status of the services that it depends on they were all created and no errors showed up on deployment manager console about the resource itself and those it depends on is this a syntax issue I do not find such example about resource dependency on the serverless gcp document "
77283269,"How to load file in serverless.yml using variables?","https://stackoverflow.com/questions/77283269/how-to-load-file-in-serverless-yml-using-variables","{serverless-framework}","2023-10-12 19:09:57+03","2024-05-17 04:47:50.500974+03","I want to load a file in sls yml based on env Something like this However this gives me Error Cannot resolve serverless yml Variables resolution errored with How can I load a file based on a variable"
77305426,"How do I configure Serverless Framework for dotenv in a monorepo for specific sub-folders?","https://stackoverflow.com/questions/77305426/how-do-i-configure-serverless-framework-for-dotenv-in-a-monorepo-for-specific-su","{aws-lambda,serverless-framework,monorepo,dotenv,npm-workspaces}","2023-10-16 23:24:27+03","2024-05-17 04:47:52.072284+03","I have got a basic monorepo using npm workspaces Folder structure is like so My serverless yml file Serverless only exists in my project for local debugging and it works asis with serverless yml in the root of the repo but it is also forcing me to place my env file in the root and will not allow me to place individual env files into different projects inside of the packages folder like I have got in the image above It only recognizes the env vars if it is in the root Really I would like serverless yml to also reside inside the packageslambda folder if possible since that is the only place it is relevant Is there a way to do this"
77308929,"Serverless Framework not creating AWS Scheduler trigger","https://stackoverflow.com/questions/77308929/serverless-framework-not-creating-aws-scheduler-trigger","{aws-lambda,serverless-framework}","2023-10-17 12:19:21+03","2024-05-17 04:47:52.6489+03","For some reason when I deploy my lambda it does not create a trigger This is the extract from the yaml This is adapted straight from the serverless documentation so not sure why it is not working It is not showing any errors at all just doing nothing "
77312497,"Creating lambda log subscription with serverless","https://stackoverflow.com/questions/77312497/creating-lambda-log-subscription-with-serverless","{serverless,serverless-framework}","2023-10-17 22:04:37+03","2024-05-17 04:47:53.616457+03","I am trying to deploy some lambdas via serverless and along with deploying the lambda I want to also set up a log subscription for said lambda I am trying to use the serverlesspluginlogsubscription in my serverless yml file When I try to run the serverless file I get the below error in my github workflow Below is my serverless yml file that I am using Not sure why I am getting that error when the file is running I looked at this documentation httpswww serverless compluginsserverlesspluginlogsubscription for reference "
