"id","question_id","domain","like_num","created_date","scrap_date","content"
66098915,66079490,"stackoverflow.com",1,"2021-02-08 11:27:10+02","2024-05-17 04:30:37.728995+03","The OpenFaas is equiped with autoscaler itself with its own alert manager OpenFaaS ships with a single autoscaling rule defined in the mounted configuration file for AlertManager AlertManager reads usage requests per second metrics from Prometheus in order to know when to fire an alert to the API Gateway After some reading I found out that OpenFaas autoscaleralertmanger is more focused on API hit rates whereas Kubernetes HPA is more focused on CPU and memory usage so it all depends on what you exactly need So you have two different annotations for two different tools for scaling The deployment kubernetes iomaxreplicas2 is for Kubernetes HPA and com openfaas scale max 1 is for the OpenFaas autoscaler The OpenFaas has a great example of how you can use HPA instead built in scaler You can also use custom Prometheus metrics with HPA as described here "
66289029,66131012,"stackoverflow.com",0,"2021-02-20 09:21:43+02","2024-05-17 04:30:38.84803+03","Go http clients usually return EOF in case of request timeouts OpenFaas watchdog gateway queue workers all use GO http clients internally Most probably your OpenFaas installation is not configured properly for long running functions You can double check this by making your Springboot API return immediately and see if that works You can refer to this to configure your OpenFaas to run long running functions This is an excellent sample function for long running functions For your second question if your faas build is succeeding and i am assuming you are working with standard OpenFaas Java template it packages the complete output of gradle build inside the docker container which should carry all your dependency files as well "
68578577,66581554,"stackoverflow.com",0,"2021-07-29 18:22:06+03","2024-05-17 04:30:39.450356+03","I believe you can find your answer here To summarize"
61088449,60694250,"stackoverflow.com",2,"2020-04-07 22:59:46+03","2024-05-17 04:30:41.618259+03","I had the exact same error trying to deploy a Flask app using Zappa and then realized that I was using an old botocore package version I changed all the package versions in my requirements txt file to the ones on zappas github page and it fixed the issue for me "
62102881,60714279,"stackoverflow.com",0,"2020-06-01 09:15:44+03","2024-05-17 04:30:42.346511+03","Try this"
62148496,60929286,"stackoverflow.com",8,"2020-06-02 12:05:31+03","2024-05-17 04:30:43.373484+03","python m pip install upgrade pythondateutil Upgrading pythondateutil solve the problem for me On my machine 2 5 3 to 2 8 1 Skimming the source code I found out that UTC variable is added in 2 7 0 So I think any version 2 7 0 will solve the issue "
60948130,60929286,"stackoverflow.com",1,"2020-03-31 13:11:43+03","2024-05-17 04:30:43.375484+03","Got a similar issue while trying to copy files from AWS S3 using aws cli Running pip install pythondateutil updated the pythondateutil to 2 8 1 and it works well now "
62701755,60929286,"stackoverflow.com",1,"2020-07-02 20:17:31+03","2024-05-17 04:30:43.376484+03","Try to specify the pythondateutil version and install it before the package which has a error in your case zappa exempla my case the package which i was getting a erro was freezegun so i ran and it worked"
62851257,60929286,"stackoverflow.com",1,"2020-07-11 18:42:53+03","2024-05-17 04:30:43.377484+03","I had this issue where trying to run eb deploy for AWS Elastic Beanstalk What worked for me was sudo pip3 install pythondateutil upgrade note running this without sudo did not fix the issue For reference this was the error I was getting prior to this"
71579549,61288483,"stackoverflow.com",1,"2022-03-23 00:12:10+02","2024-05-17 04:30:44.455115+03","From Zappa official repo Running the Initial Setup Settings Zappa can automatically set up your deployment settings for you with the init command This will automatically detect your application type FlaskDjango Pyramid users see here and help you define your deployment configuration settings Once you finish initialization you will have a file named zappa_settings json in your project directory defining your basic deployment settings It will probably look something like this for most WSGI apps or for Django Be sure to run zappa init at the root folder of your project with a virtual environnement activated "
61449201,61440878,"stackoverflow.com",1,"2020-04-27 01:55:43+03","2024-05-17 04:30:46.572979+03","From Selecting a Stack Template AWS CloudFormation Amazon S3 URL The URL must point to a template with a maximum size of 460800 bytes that is stored in an S3 bucket that you have read permissions to and that is located in the same region as the stack I suspect that your stack is failing because the template is in an Amazon S3 bucket that is in a different region to where the stack is being launched You will need to copy the template into a bucket in the same region then provide it in the create_stack command You can test this by using the AWS Console to launch the template rather than having to go via boto3 "
66507059,61445245,"stackoverflow.com",0,"2021-03-06 17:00:42+02","2024-05-17 04:30:47.557918+03","I had the exactly same error as you In my case the problem was that I simply forgot to update the deployment by running zappa update dev again after I updated the settings "
54676949,50155268,"stackoverflow.com",0,"2019-02-13 21:43:23+02","2024-05-17 04:30:49.511515+03","The likely reason why the install is not working is the name of the chart To install it using the chart your command should be So with a between the two occurrences of openfaas at the end"
70107523,50155268,"stackoverflow.com",0,"2021-11-25 09:53:55+02","2024-05-17 04:30:49.51271+03","Deploy the Chart with arkade fastest option The arkade install command installs OpenFaaS using its official helm chart but without using tiller a component which is insecure by default arkade can also install other important software for OpenFaaS users such as certmanager and nginxingress It is the easiest and quickest way to get up and running You can use arkade to install OpenFaaS to a regular cloud cluster your laptop a VM a Raspberry Pi or a 64bit ARM machine Install the OpenFaaS app If you are using a managed cloud Kubernetes service which supplies LoadBalancers then run the following Note the loadbalancer flag has a default of false so by passing the flag the installation will request one from your cloud provider If you are using a local Kubernetes cluster or a VM then run After the installation you will receive a command to retrieve your OpenFaaS URL and password Other options for installation are available with arkade install openfaas help For cloud users run and look for EXTERNALIP This is your gateway address "
51257593,51256488,"stackoverflow.com",0,"2018-07-10 08:06:48+03","2024-05-17 04:30:50.022876+03","I believe I made a rookie mistake In stead of using handler js as the main file I used index js I probably had a leftover handler js from running the tutorial but mv index js handler js did the trick after rebuilding and deploying of course "
51325738,51325211,"stackoverflow.com",1,"2018-07-13 16:00:02+03","2024-05-17 04:30:50.883225+03","I have seen this error because the docker version was not supported by Kubernetes As of Kubernetes version 1 11 the supported versions are 1 11 2 to 1 13 1 and 17 03 x I could not test the solution with OpenFaaS "
53491923,53453517,"stackoverflow.com",4,"2018-11-27 04:32:36+02","2024-05-17 04:30:53.53687+03","You cant as stated here httpsgithub comopenfaasfaasnetesissues147 The solution suggested is to return a payload with the status code and parse the payload on the receiving end "
58314600,53453517,"stackoverflow.com",0,"2019-10-10 05:25:22+03","2024-05-17 04:30:53.53787+03","The default python template appears to return 200 even when you system exit 1 or throw an exception I assume other older templates behave similarly and that this is expected of the classic watchdog However if the language template you use supports running the new ofwatchdog I think it can return non200 codes like 400 404 etc You can download these templates using the faascli they are from the openfaasincubator project and the community I just confirmed using the python3http languagetemplate from openfaasincubator and csharphttprequest from distantcam that non200 codes can be returned like 400 404 etc This will list available templates To install the csharp template I tested with The OOTB handler for csharphttprequest can be easily modified like this to return a 400"
72437085,53453517,"stackoverflow.com",0,"2022-05-30 18:59:53+03","2024-05-17 04:30:53.539871+03","After a lot of research about how to do it in python dont use the casual template you should use the pythonflask template It works like a charm "
53958526,53957422,"stackoverflow.com",0,"2020-06-20 12:12:55+03","2024-05-17 04:30:55.088639+03","I am not an expert but as of now it seems not possible to specify the http method inside the trigger Check latest trigger spec as you can see there is no notion of http method here However handling different HTTP methods can be done inside the function itself For example in Java with fdkjava v1 0 80 you can use com fnproject fn api httpgateway HTTPGatewayContext as the first parameter of the function as described in the section Accessing HTTP Information From Functions of the documentation In Fn for Java when your function is being served by an HTTP trigger or another compatible HTTP gateway you can get access to both the incoming request headers for your function by adding a com fnproject fn api httpgateway HTTPGatewayContext parameter to your functions parameters Using this allows you to You can then retrieve the HTTP method by calling getMethod on the HTTPGatewayContext passed as parameter In other languages with others fdk it is possible to do the same From this different contexts you will then be able to get method parameter passed when fn invoke method[GET POST ] via fnhttpmethod header The main drawback here is that all HTTP methods should be handled in the same function Nonetheless you can structure your code to have only one class per method "
70081218,70075290,"stackoverflow.com",1,"2021-11-23 14:48:59+02","2024-05-17 04:34:57.956145+03","Add to your zappa_settings json Zappa issue about it"
53969797,53957422,"stackoverflow.com",0,"2018-12-29 15:05:35+02","2024-05-17 04:30:55.09164+03","After some further thought it seems fairly clear now what my actual misunderstanding was When I have built Serverless framework services in the past or built and deployed Lambda functions using terraform I have been deploying to AWS and so have been using AWSs API Gateway offering their product is actually called API gateway but its important to recognise that API Gateway is a distributed systems microsevices design pattern API gateway makes it possible to route specific http request types including the method GETPOSTPUTDELETE to the desired functions Platforms such as Fn project and OpenFaaS do not provide an out of the box api gateway solution and it seems we would need to take care of this ourselves These above mentioned platforms are about deployment of functions We find the other bits via our product of choice "
76445633,53957422,"stackoverflow.com",0,"2023-06-10 12:36:47+03","2024-05-17 04:30:55.09364+03","The concept of fn project is to create functions with inputoutput independent of lower level protocols we would be able to bind the function to several protocols on different systems In practice however only http is currently supported as far as I know You can always break the abstractions by reaching into the lower levels of the API see norbdj answer and finding HTTP related stuff But is not present in higher level API because it was meant too be independent of it "
54840808,54827583,"stackoverflow.com",1,"2019-02-23 12:53:45+02","2024-05-17 04:30:57.243063+03","Are you using Firefox If so this answer might help you httpsstackoverflow coma182511291014508 TLDR Mixed Active Content is blocked by default in Firefox 23"
54944589,54933044,"stackoverflow.com",1,"2019-03-01 14:22:07+02","2024-05-17 04:30:57.984325+03","Since you said that you are going to have multiple instances I am guessing that that means one clientone lambda You can use Zappas feature to deploy to several environments with one main zappa config that you are going to extend In each deplyment environment you can set specific django settings file to be used "
54933461,54933044,"stackoverflow.com",0,"2019-02-28 22:23:04+02","2024-05-17 04:30:57.985325+03","You can convert settings py to settings folder and create as many domains setting you would like to add I would create base py for common setting and then each domain which has a specific setting should import base py and additional domain specific settings Directory structure would be settings When you load domain_1 then try to load using python manage py runserver settingssettings domain_1 py and request meta[HTTP_HOST] can give you domain name "
55031350,55030817,"stackoverflow.com",1,"2019-03-06 22:11:57+02","2024-05-17 04:30:59.880324+03","I do not know off the top of my head how long APNs certificates are but if they are less than 4 KB then you could add it as a Lambda environment variable and read it into a temporary file on startup in settings py If they are larger than 4 KB you could store the certificate in S3 and then download it to a temporary file on startup Disclaimer I have not tested this exact code This could get expensive though because you are fetching the file from S3 every time the Lambda is invoked Zappas keep_warm feature might help with this but I am not completely sure how it works so take that with a grain of salt You will probably also want to disable this unless DEBUG or another indicator that you are developing locally is set so you do not try to fetch your production APNs cert during development "
55048048,55030817,"stackoverflow.com",1,"2019-03-08 11:07:55+02","2024-05-17 04:30:59.882325+03","Certificates need to be handled in useast1 region N Virginia through the AWS console under Certificate Manager service Other regions will not work There you have the option to Import a certificate After you have the certificate there you can use boto3 to read it and use it in your code For code example please see httpsdocs aws amazon comcodesampleslatestcatalogpythonacmget_certificate py html"
55200781,55200708,"stackoverflow.com",3,"2019-03-16 21:41:50+02","2024-05-17 04:31:01.911663+03","As mentioned in Zappa README Please note that Zappa must be installed into your projects virtual environment You should use something like virtualenv to create a virtual environment which makes it easy to switch Python version If you use virtualenv you can try create an environment by Then pip install zappa in this virtual environment "
55200790,55200708,"stackoverflow.com",0,"2019-03-16 21:42:38+02","2024-05-17 04:31:01.913664+03","I do not know about Zappa but if you want use a specific version of python can do and if whant use the command python with a specific version permanently in linux modify the file home[user_name] bashrc and add the next line"
55200797,55200708,"stackoverflow.com",0,"2019-03-16 21:50:01+02","2024-05-17 04:31:01.914664+03","You can use virtualenv to setup an environment using a specific Python version by You can also use an absolute path to the Python executable if it is named the same but located in different folders Then switch to use the environment This environment uses Python 3 6 so install Zappa with pip like normal and you are good to go You can read more about usage of virtualenv here "
55540031,55381811,"stackoverflow.com",0,"2019-04-05 19:44:50+03","2024-05-17 04:31:03.001517+03","The answer ended up being probably that I was using Django 1 9 x when Zappa requires 1 10"
56633559,55433118,"stackoverflow.com",0,"2019-06-17 17:37:31+03","2024-05-17 04:31:03.622978+03","You could use the python pip package from here httpspypi orgprojectzbar Add zbar to your requirements txt Then it will be installed and uploaded in the python virtualenv active your virtualenv in the docker container install the python libraries defined in the requirements txt"
55608449,55474765,"stackoverflow.com",5,"2019-04-10 11:52:43+03","2024-05-17 04:31:04.34919+03","zappa init is just to get you started with the zappa_settings json file you do not need to run this each time to edit it for example however this could be better written as "
55717505,55683640,"stackoverflow.com",1,"2019-08-12 13:36:43+03","2024-05-17 04:31:05.439492+03","The nodes in the service map correspond to segments so in order for you to see faults or errors reflected youll need to add the error flag to the segment Unfortunately the LambdaFunction segment is created by Lambda and cannot be modified so if you handle the exception yourself there isnt a way to set the LambdaFunction segment error flag You can however make the imxmppprod node reflect errors or faults in the service map by mapping the status code returned in the Lambda payload to a segment fault or error in your application code You can do this assuming this is also Python by calling segment xray_recorder current_segment to get the current segment and then calling segment add_error_flag or segment add_fault_flag to set the segment error or fault attribute equal to true "
64814240,55742741,"stackoverflow.com",3,"2020-11-13 03:33:24+02","2024-05-17 04:31:06.559822+03","If you need to keep warm a Django application you are using AWS Lambda functions the wrong way for start trust me personal experience AWS Lambda functions were created to deploy lightweight functions to the world Your Django app is a heavy iest function ever AWS Lambda was designed for apps that have lifetime of fractions of second 25 MB for itself is a huge load to Lambda functions Consider using a lightweight framework as Flask instead Do not overcome Lambda functions They were not meant for that Use AWS ECS instead "
55744063,55742741,"stackoverflow.com",0,"2019-04-18 13:25:34+03","2024-05-17 04:31:06.561829+03","Can you include your Zappa configuration Heres an example of how keep_warm should be used in the context of the settings file with more settings included Good luck "
53012580,45829958,"stackoverflow.com",0,"2018-10-26 19:08:24+03","2024-05-17 04:31:57.876445+03","Remove the dependencies and Recreate the Virtualenv It should work Ref httpsgithub comMiserlouZappaissues1222"
70148688,70125389,"stackoverflow.com",1,"2021-11-29 09:23:34+02","2024-05-17 04:34:59.066685+03","Upgrade to Zappa 0 54 1 fixes this issue as a wait function has been included to collect the correct key params from AWS "
56966279,55742741,"stackoverflow.com",0,"2019-07-10 11:24:45+03","2024-05-17 04:31:06.562822+03","Technically this is not an issue if we can accept the fact that this is one of the AWS lambda function limitation The main issue here is that we are forcing ourselves to use lambda which is obviously not fit to the requirements due to that limitation delay The problem if we use lambda for this case is this Instead of by passing the way lambda normally works and cost you a lot of money I would like to suggest to use an EC2 as your web serer API with auto scaling and load balancing on top of it In this approach the response back from the API will be way faster because your api is awake and waiting for any request more cheaper than you having it on lambda because lambda charged 0 00001667 per GBsecond of compute time your Lambda performs imagine your lambda awake for 10 mins Hope this helps Cheers Monkeys"
58701577,55742741,"stackoverflow.com",0,"2019-11-04 23:49:41+02","2024-05-17 04:31:06.565823+03","The periodic hits is simple techniques yet it would not help with the case of simultaneous requests One lamdba instance can handle only one request at time I am not sure how exactly to do it with zappa Yet the promising solution is using docker checkpoints httpswww imperial ac ukmediaimperialcollegefacultyofengineeringcomputingpublic1819ugprojectsStenbomORefunctionEliminatingServerlessColdStartsThroughContainerReuse pdf Of course ou can double memory It would not double to bill because requests would be processed faster I also a bit fantasized of adding to zappa fancy strategies like running cheep 1M instances by default but detect cold start and redirect to 3M instances or beans but checkpoints seems more promising for oversized frameworks like django "
56018109,56017721,"stackoverflow.com",1,"2019-05-07 11:05:42+03","2024-05-17 04:31:07.617623+03","It looks like the deployment is succeeding but when Zappa checks to see if the code is working the return code is 502 which suggests that the lambda function is failing to run in the lambda environment Taking a look at the logs the critical line is AttributeError module main has no attribute app And this is true if we look at your code at no point do you expose an attribute called app in main py I am not experienced with Tornado but I suspect that if you move the declaration of app out of the main function and into the root scope then the handler should succeed For example"
56023473,56021435,"stackoverflow.com",2,"2019-05-07 16:14:22+03","2024-05-17 04:31:08.611812+03","Zappa is based on WSGI Tornado is not The two are incompatible so you will have to replace one of them with an alternative I am not aware of a simple way to combine Tornado with Lambda so I would suggest using Zappa with Flask In older versions of Tornado you could use WGSIApplication to get partial support for Tornado in a WSGI environment but this is no longer available in Tornado 6 0 "
56074751,56074516,"stackoverflow.com",0,"2019-05-10 12:34:10+03","2024-05-17 04:31:09.642109+03","It is not a DNS problem anymore Could it be because Edge optimized uses CloudFront and it takes some time to deploy the new custom domain to all the edge location How long have you waited after enabling custom domain name "
56074670,56074516,"stackoverflow.com",0,"2019-05-10 12:46:25+03","2024-05-17 04:31:09.64311+03","Base Path Mappings Path Destination [lambda endpoint] [production] It may also be a good idea to host the domain if possible on route53"
56098473,56074516,"stackoverflow.com",0,"2019-05-12 13:49:47+03","2024-05-17 04:31:09.644619+03","Apparently I got it working Moved my Domain nameservers to route53 and in zappa_settings json added route53_enabled true and recertified again using zappa certify production command Had to wait for 40 minutes and it works Although I have no idea why it doesnt work when domain management is with godaddy Lets say route53 is a quick workaround at the moment "
56554141,56552745,"stackoverflow.com",0,"2019-06-12 06:06:39+03","2024-05-17 04:31:11.265507+03","Try adding a line to your boto file If you then get an error telling you When using SigV4 you must specify a host parameter this will help S3 using boto and SigV4 missing host parameter"
47260249,47242351,"stackoverflow.com",0,"2017-11-13 10:53:58+02","2024-05-17 04:31:14.359826+03","I just had to create a hosted zone then update the NS records of the registered domain with the new hosted zones NS records then created new certificate and worked a charm "
60774671,47242351,"stackoverflow.com",0,"2020-03-20 14:58:10+02","2024-05-17 04:31:14.361827+03","Zappa fails with certify sometimes You can enter the apigateway dashboard on AWS and manually delete the entry before trying again "
47518844,47502218,"stackoverflow.com",1,"2017-11-27 21:56:38+02","2024-05-17 04:31:15.022821+03","Just drop the binary in the same directory as your zappa project and zappa will zip it up and ship it to Lambda Since you are compiling your own binary I would strongly recommend using a local docker environment for zappa to more closely match the AWS Lambda environment Also if your binary is big and will make your Lambda package bigger than 50MB then be sure to use the slim_handler option "
47607935,47604237,"stackoverflow.com",2,"2017-12-11 11:29:37+02","2024-05-17 04:31:16.211573+03","Its actually explained in zappas readme Deploying to a Domain With AWS Certificate Manager Amazon provides their own free alternative to Let us Encrypt called AWS Certificate Manager ACM To use this service with Zappa Verify your domain in the AWS Certificate Manager console In the console select the N Virginia useast1 region and request a certificate for your domain or subdomain sub yourdomain tld or request a wildcard domain yourdomain tld Copy the entire ARN of that certificate and place it in the Zappa setting certificate_arn Set your desired domain in the domain setting Call zappa certify to create and associate the API Gateway distribution using that certificate There are also instructions to use your existing certificate etc Dont let it fool you the title of the section makes it sound like its only about certificates but there are detailed instructions regarding using you own domain Edit Im including my own zappa settings for reference Step by step guide for domain bought on namecheap com and served through cloudflare com"
47604828,47604237,"stackoverflow.com",1,"2017-12-02 07:48:21+02","2024-05-17 04:31:16.21365+03","You might not need API Gateway It will depend on site functionality You can host a static website using S3 with a custom domain You can include clientside javascript angularreact etc API Gateway is really for handling http requests and passing it on to defined resources Lambda or others If your site will require backend capability then you have few options 1 Build lambda functions and then use API Gateway REST API to interact with these functions yourhostname com S3 API Gateway aws hostname lambda 2 Use AWS JS SDK to interact with your lambda functions directly yourhostname com S3 AWS SDK lambda 3 Use API Gateway and then forwarding to Lambda or self hosted web server flask node using EC2 instance yourhostname com API Gateway aws hostname lambda yourhostname com self hosted web server Here is a picture that might make it a bit clearer Correct me if I am wrong flask is used for backend development to build microservices To host it you would use either build lambda functions or host it on your own instance httpsandrich blog20170212firststepswithawslambdazappaflaskandpython Let me know if this helps "
56564933,49186886,"stackoverflow.com",1,"2019-06-12 18:04:07+03","2024-05-17 04:31:27.473996+03","I could solve the issue with the following steps Increase memory size of the lambda function in the zappa_settings json dev I had to use a newer version of tqdm Per default it was version 4 19 which had these issues as described here httpsgithub comtqdmtqdmissues466 The described issue is fixed in a newer version Its only to add tqdm to my requirements txt and execute a pip upgrade of the package When I execute zappa deploy dev I get now the following message tqdm 4 32 1 vartaskvelibpython3 6sitepackages Requirement parse tqdm4 19 1 zappa tqdm 4 19 1 was the default version of zappa and tqdm 4 32 1 is the new version containing the fix "
47624563,47624422,"stackoverflow.com",2,"2017-12-04 01:39:01+02","2024-05-17 04:31:17.011698+03","Not exactly What you describe in the aim paragraph between the first and last sentences is something completely unrelated to CDN and should be handled by your application I e to keep track what was already uploaded handle subsequent uploads of the same file differently only generate thumbnail sizes upon first request etc CloudFronts sole responsibilities are to check if a requested resource exists in any optimal edge location serve it if so otherwise check if it exists in origin download and copy to edge if so and serve it otherwise respond with error 900 same user is asking for thumbnail of the image Image is resized and returned Now here you have a problem if I understood correctly and the image is requested from CF and its origin is a static storage like S3 because the requested thumbnail does not exist and S3 obviously will not be able to generate it For that to work the origin must be an application server that is able to process requests from the your CF Not just serve them but execute some logic and possibly generate the missing thumbnail before serving to CF Or you should generate all needed versions on an image when it is uploaded and store them all on S3 "
47662032,47651326,"stackoverflow.com",0,"2017-12-05 22:22:15+02","2024-05-17 04:31:18.175598+03","Zappa does not currently support that model "
47866784,47859420,"stackoverflow.com",1,"2017-12-18 12:46:07+02","2024-05-17 04:31:19.152208+03","Yup There is no way I had the same problem slow home upload and solved it so that I am deploying through a CI system that has a much much faster upload If you are deploying an open source app you can use Circle CIs free tier for open source or for closed source you can take advantage of Gitlabs free CI offering Here is my Circle CI config file for my open source project It took me 23 minutes to just upload zip from my local computer now it takes less than a minute to run all the tests and deploy For me the main advantage is that I do not have to nervously watch shell for the next few minutes and can just continue with my work "
48161283,48156096,"stackoverflow.com",5,"2018-01-09 06:05:45+02","2024-05-17 04:31:20.236647+03","There is an options to nominate the profile name did you try it httpsgithub comMiserlouZappablobb12bc67aac00b1302a7f9b18444a51f21deac46aREADME md"
48167754,48156096,"stackoverflow.com",1,"2018-01-09 14:15:51+02","2024-05-17 04:31:20.238251+03","You can define which profile to use on your own using Zappas setting But in your CI you first have to create your AWS config file and populate it with your profile from environment variables that are set in your CIs web interface In CircleCI same would be done for TravisCI I am doing it like this for my mislavcimpersak profile Complete working CircleCI config file is available in my repo httpsgithub commislavcimpersakxkcdexcusegeneratorblobmaster circleciconfig ymlL58L60 And also complete working TravisCI config file httpsgithub commislavcimpersakxkcdexcusegeneratorblobfeaturetravisci travis ymlL25L29 Also as it says in Zappas docs Removing this setting will use the AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY environment variables instead So you can remove profile_name default from your zappa_settings json and set AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY in your CIs web interface Zappa should be able to use those "
49163913,48232283,"stackoverflow.com",7,"2022-03-30 12:54:26+03","2024-05-17 04:31:21.136154+03","You can check the default settings that Zappa applies to all your lambda functions here and you will see that by default timeout_seconds is setup to 30 seconds This will apply over the default Lambda setup in AWS Console because by default this is 3 seconds you can check this limit in AWS Lambda FAQ For your Task you must increasesetup your timeout_seconds in your zappa_settings json yaml file and redeploy this You can put 5 mins 560300 seconds but this increase will be for all your functions defined in your virtualenv deployed with zappa You can check more details exposed in this issue in Zappa repo "
58709530,48232283,"stackoverflow.com",6,"2019-11-07 19:02:18+02","2024-05-17 04:31:21.138433+03","The timeout_seconds parameter in Zappa is misleading That is it does limit the timeout of the Lambda function but the requests are served through CloudFront which has a default timeout of 30 seconds To verify that try lowering the timeout_seconds to 20 it will correctly timeout in 20 seconds However past 30 there is no effect because of CloudFront limitation The default timeout is 30 seconds You can change the value to be from 4 to 60 seconds If you need a timeout value outside that range request a change to the limit In other words there is nothing you can do in either Zappa or Lambda to fix this because the problem lies elsewhere CloudFront I have not tried it myself but you might be able to up the limit by creating the cloudfront distribution in front of Lambda though it seems you are still limited by max 60s unless you request more through AWS support as indicated in the previous link "
48280821,48272415,"stackoverflow.com",3,"2018-01-16 14:02:29+02","2024-05-17 04:31:21.849559+03","Yeah that is not gonna work with Lambda You have to use some sort of 3rd party cache If caching only your GET requests is good enough for you you could use a CDN for that I personally use CloudFlare CDN that caches all GET requests for n minutes And you get a lot of requests for free You just have to define a custom Page Rule to cache everything for a certain URL pattern Of course same thing can be done with CloudFront to stay within AWS ecosystem or probably most other CDNs "
50182586,48276864,"stackoverflow.com",2,"2018-05-04 23:24:16+03","2024-05-17 04:31:22.810058+03","When you are using task decorator with zappa the new lambda instance is created with the same configuration of the father the caller by default the timeout_seconds is 30 in the zappa_settings timeout_seconds 30 Maximum lifespan for the Lambda function default 30 max 300 Take a look at the doc So you probably need to change this value "
